,Brand_name,Trend_Total_Reviews,Month,Year,%positive
728,mib,14,10,2017,85.71428571428571
729,mib,5,11,2017,80.0
730,mib,5,12,2017,100.0
731,buy,16,11,2017,100.0
732,buy,17,12,2017,76.47058823529412
733,innisfree,4,3,2017,100.0
734,innisfree,8,4,2017,87.5
735,innisfree,37,6,2017,86.48648648648648
736,innisfree,24,7,2017,79.16666666666666
737,innisfree,22,8,2017,86.36363636363636
738,innisfree,10,9,2017,90.0
739,innisfree,24,10,2017,79.16666666666666
740,innisfree,18,11,2017,77.77777777777779
741,innisfree,20,12,2017,85.0
742,thebalm,45,3,2017,95.55555555555556
743,thebalm,43,4,2017,100.0
744,thebalm,34,5,2017,79.41176470588235
745,thebalm,36,6,2017,86.11111111111111
746,thebalm,51,7,2017,86.27450980392157
747,thebalm,26,8,2017,92.3076923076923
748,thebalm,14,9,2017,71.42857142857143
749,thebalm,28,10,2017,96.42857142857143
750,thebalm,45,11,2017,88.88888888888889
751,thebalm,7,12,2017,85.71428571428571
752,australis,10,8,2017,50.0
753,australis,4,9,2017,75.0
754,australis,12,10,2017,83.33333333333334
755,australis,8,12,2017,100.0
756,the,2,2,2017,100.0
757,the,8,3,2017,100.0
758,street,5,1,2017,100.0
759,street,34,2,2017,64.70588235294117
760,street,2,3,2017,0.0
761,street,5,4,2017,40.0
762,street,8,8,2017,25.0
763,street,3,9,2017,66.66666666666666
764,street,3,10,2017,100.0
765,sugar,40,1,2017,90.0
766,sugar,38,2,2017,84.21052631578947
767,sugar,134,3,2017,91.04477611940298
768,sugar,107,4,2017,84.11214953271028
769,sugar,88,5,2017,84.0909090909091
770,sugar,142,6,2017,91.54929577464789
771,sugar,89,7,2017,85.39325842696628
772,sugar,334,8,2017,52.39520958083832
773,sugar,117,9,2017,94.01709401709401
774,sugar,85,10,2017,68.23529411764706
775,sugar,179,11,2017,81.00558659217877
776,sugar,39,12,2017,74.35897435897436
777,ardell,44,1,2017,90.9090909090909
778,ardell,38,2,2017,84.21052631578947
779,ardell,16,3,2017,93.75
780,ardell,15,4,2017,93.33333333333333
781,ardell,40,5,2017,90.0
782,ardell,20,6,2017,85.0
783,ardell,7,7,2017,42.857142857142854
784,ardell,23,8,2017,60.86956521739131
785,ardell,11,9,2017,63.63636363636363
786,ardell,22,10,2017,90.9090909090909
787,ardell,35,11,2017,97.14285714285714
788,ardell,22,12,2017,81.81818181818183
789,bharat,2,2,2017,100.0
790,bharat,2,3,2017,0.0
791,bharat,1,4,2017,100.0
792,bharat,1,5,2017,0.0
793,bharat,2,9,2017,50.0
794,bharat,2,10,2017,100.0
795,bharat,10,11,2017,100.0
796,ciate,2,1,2017,100.0
797,ciate,1,7,2017,100.0
798,ciate,6,8,2017,100.0
799,fabindia,3,1,2017,33.33333333333333
800,fabindia,1,2,2017,0.0
801,freshlook,3,1,2017,100.0
802,gala,11,1,2017,81.81818181818183
803,gala,15,2,2017,93.33333333333333
804,gala,18,3,2017,100.0
805,gala,9,4,2017,100.0
806,gala,27,5,2017,88.88888888888889
807,gala,29,6,2017,93.10344827586206
808,gala,10,7,2017,100.0
809,gala,14,8,2017,64.28571428571429
810,gala,7,9,2017,28.57142857142857
811,gala,31,10,2017,87.09677419354838
812,gala,31,11,2017,74.19354838709677
813,qumeidie,11,1,2017,72.72727272727273
814,qumeidie,9,2,2017,77.77777777777779
815,qumeidie,10,3,2017,90.0
816,qumeidie,10,4,2017,90.0
817,qumeidie,11,5,2017,81.81818181818183
818,qumeidie,8,6,2017,62.5
819,qumeidie,1,7,2017,0.0
820,qumeidie,1,8,2017,100.0
821,qumeidie,2,9,2017,50.0
822,qumeidie,1,10,2017,100.0
823,qumeidie,2,11,2017,100.0
824,qumeidie,3,12,2017,0.0
825,miss,6,1,2017,100.0
826,miss,9,2,2017,55.55555555555556
827,miss,9,3,2017,44.44444444444444
828,miss,4,4,2017,25.0
829,miss,2,5,2017,50.0
830,miss,7,6,2017,28.57142857142857
831,miss,4,9,2017,75.0
832,miss,1,10,2017,100.0
833,cameo,3,1,2017,100.0
834,cameo,9,5,2017,44.44444444444444
835,cameo,1,6,2017,100.0
836,cameo,2,12,2017,0.0
837,meylon,9,2,2017,33.33333333333333
838,meylon,1,5,2017,100.0
839,meylon,2,7,2017,0.0
840,brndey,1,6,2017,0.0
841,brndey,1,8,2017,0.0
842,vov,2,4,2017,0.0
843,vov,5,5,2017,0.0
844,vov,2,6,2017,100.0
845,vov,1,10,2017,100.0
846,vov,2,11,2017,0.0
847,vov,4,12,2017,75.0
848,eucerin,1,1,2017,0.0
849,jovees,1,9,2017,0.0
850,jovees,13,11,2017,84.61538461538461
851,heaven,6,3,2017,16.666666666666664
852,mahavir,1,3,2017,0.0
853,mahavir,3,4,2017,100.0
854,mahavir,2,8,2017,100.0
855,mahavir,2,10,2017,50.0
856,evuar,1,6,2017,0.0
857,evuar,2,12,2017,100.0
858,himalayaka,2,9,2017,100.0
859,glamcom,1,2,2017,100.0
860,glamcom,2,4,2017,100.0
861,glamcom,3,6,2017,33.33333333333333
862,glamcom,2,9,2017,0.0
863,glamcom,4,12,2017,100.0
864,celebrity,1,2,2017,100.0
865,celebrity,4,4,2017,100.0
866,out,7,4,2017,0.0
867,body,4,11,2017,50.0
868,urban,4,2,2017,0.0
869,urban,3,3,2017,33.33333333333333
870,urban,1,4,2017,0.0
871,urban,5,5,2017,20.0
872,urban,5,6,2017,0.0
873,urban,7,7,2017,0.0
874,urban,5,9,2017,20.0
875,leol,4,3,2017,100.0
876,leol,1,4,2017,0.0
877,leol,2,6,2017,0.0
878,aloe,2,5,2017,0.0
879,perfect,1,2,2017,100.0
880,perfect,3,5,2017,66.66666666666666
881,kajal,4,1,2017,0.0
882,kajal,5,6,2017,20.0
883,kajal,1,7,2017,100.0
884,cal,1,1,2017,0.0
885,cal,1,4,2017,100.0
886,one,2,4,2017,0.0
887,makeover,1,1,2017,100.0
888,laura,1,1,2017,0.0
889,n,4,2,2017,75.0
890,n,1,3,2017,100.0
891,n,1,4,2017,100.0
892,n,2,5,2017,0.0
893,n,1,6,2017,100.0
894,n,3,7,2017,66.66666666666666
895,n,1,9,2017,100.0
896,n,1,10,2017,0.0
897,n,4,11,2017,100.0
898,ambitione,1,5,2017,100.0
899,ambitione,1,9,2017,0.0
900,invisible,2,8,2017,0.0
901,absolute,1,11,2017,100.0
