,Brand_name,Trend_Total_Reviews,Month,Year,%positive
675,l_a_girl,317,6,2017,86.75078864353313
676,l_a_girl,337,7,2017,86.05341246290801
677,l_a_girl,269,8,2017,83.27137546468401
678,l_a_girl,288,9,2017,89.58333333333334
679,l_a_girl,283,10,2017,87.27915194346289
680,l_a_girl,245,11,2017,84.89795918367346
681,l_a_girl,281,12,2017,88.25622775800713
682,garnier,197,12,2017,82.23350253807106
683,nicka,1,1,2017,100.0
684,nicka,2,3,2017,100.0
685,nicka,10,5,2017,90.0
686,nicka,9,6,2017,44.44444444444444
687,nicka,16,7,2017,56.25
688,nicka,15,9,2017,40.0
689,nicka,21,10,2017,100.0
690,nicka,4,11,2017,50.0
691,nicka,20,12,2017,90.0
692,m,33,1,2017,87.87878787878788
693,m,32,2,2017,87.5
694,m,34,3,2017,67.64705882352942
695,m,34,4,2017,79.41176470588235
696,m,15,5,2017,86.66666666666667
697,m,101,6,2017,73.26732673267327
698,m,38,7,2017,81.57894736842105
699,m,69,8,2017,92.7536231884058
700,m,16,9,2017,81.25
701,m,35,10,2017,77.14285714285715
702,m,43,11,2017,88.37209302325581
703,m,10,12,2017,100.0
704,himalaya,2,1,2017,100.0
705,himalaya,3,3,2017,100.0
706,himalaya,32,5,2017,100.0
707,himalaya,16,6,2017,50.0
708,himalaya,56,7,2017,71.42857142857143
709,himalaya,176,9,2017,77.27272727272727
710,himalaya,32,10,2017,100.0
711,himalaya,136,11,2017,94.11764705882352
712,himalaya,80,12,2017,80.0
713,pac,5,4,2017,100.0
714,pac,9,6,2017,77.77777777777779
715,pac,3,8,2017,100.0
716,pac,5,9,2017,100.0
717,pac,15,10,2017,100.0
718,pac,5,11,2017,100.0
719,pac,7,12,2017,71.42857142857143
720,mib,10,1,2017,90.0
721,mib,6,2,2017,100.0
722,mib,7,3,2017,85.71428571428571
723,mib,2,4,2017,100.0
724,mib,3,5,2017,100.0
725,mib,4,6,2017,100.0
726,mib,5,7,2017,100.0
727,mib,7,9,2017,85.71428571428571
