Brand_name,TotalPositive__Reviews,Month,Year,positive
mn,3,9,2017,33.33333333333333
mn,8,10,2017,100.0
mn,6,11,2017,16.666666666666664
mn,13,12,2017,84.61538461538461
diana,42,1,2017,69.04761904761905
diana,34,2,2017,79.41176470588235
diana,37,3,2017,51.35135135135135
diana,22,4,2017,81.81818181818183
diana,35,5,2017,77.14285714285715
diana,21,6,2017,76.19047619047619
diana,17,7,2017,52.94117647058824
diana,15,8,2017,40.0
diana,25,9,2017,64.0
diana,3,10,2017,66.66666666666666
diana,8,11,2017,50.0
diana,13,12,2017,84.61538461538461
lotus,16,1,2017,75.0
lotus,27,2,2017,40.74074074074074
lotus,37,3,2017,72.97297297297297
lotus,24,4,2017,37.5
lotus,21,5,2017,47.61904761904761
lotus,22,6,2017,36.36363636363637
lotus,20,7,2017,30.0
lotus,12,8,2017,50.0
lotus,47,9,2017,46.808510638297875
lotus,95,10,2017,58.94736842105262
lotus,57,11,2017,68.42105263157895
lotus,89,12,2017,67.41573033707866
cover,2,1,2017,100.0
cover,5,2,2017,40.0
cover,1,3,2017,0.0
cover,1,4,2017,0.0
cover,2,5,2017,50.0
cover,4,7,2017,0.0
cover,5,9,2017,80.0
cover,1,10,2017,100.0
hilary,6,1,2017,50.0
hilary,9,2,2017,66.66666666666666
hilary,8,3,2017,75.0
hilary,2,4,2017,100.0
hilary,20,5,2017,75.0
hilary,9,6,2017,11.11111111111111
hilary,7,7,2017,71.42857142857143
hilary,2,8,2017,100.0
hilary,6,9,2017,33.33333333333333
hilary,8,10,2017,87.5
hilary,2,11,2017,50.0
hilary,6,12,2017,100.0
rimmel,2,3,2017,100.0
rimmel,1,5,2017,100.0
7_heaven,15,1,2017,60.0
7_heaven,10,2,2017,80.0
7_heaven,10,3,2017,40.0
7_heaven,5,4,2017,80.0
7_heaven,17,5,2017,76.47058823529412
7_heaven,3,6,2017,100.0
7_heaven,1,7,2017,100.0
7_heaven,8,9,2017,87.5
7_heaven,3,10,2017,33.33333333333333
7_heaven,1,11,2017,100.0
mars,1,1,2017,0.0
mars,1,2,2017,100.0
mars,3,3,2017,100.0
mars,4,4,2017,100.0
mars,1,5,2017,100.0
mars,9,6,2017,44.44444444444444
mars,12,7,2017,33.33333333333333
mars,1,8,2017,0.0
mars,4,9,2017,75.0
mars,11,10,2017,18.181818181818183
mars,14,11,2017,42.857142857142854
mars,26,12,2017,50.0
faces,44,1,2017,79.54545454545455
faces,22,2,2017,86.36363636363636
faces,42,3,2017,52.38095238095239
faces,27,4,2017,77.77777777777779
faces,30,5,2017,60.0
faces,37,6,2017,67.56756756756756
faces,24,7,2017,79.16666666666666
faces,34,8,2017,52.94117647058824
faces,72,9,2017,80.55555555555556
faces,39,10,2017,82.05128205128204
faces,103,11,2017,57.28155339805825
faces,77,12,2017,63.63636363636363
music,111,1,2017,66.66666666666666
music,104,2,2017,79.8076923076923
music,157,3,2017,73.88535031847134
music,149,4,2017,61.74496644295302
music,253,5,2017,72.33201581027669
music,229,6,2017,82.09606986899564
music,89,7,2017,68.53932584269663
music,108,8,2017,62.96296296296296
music,215,9,2017,84.65116279069768
music,157,10,2017,70.06369426751591
music,87,11,2017,63.2183908045977
music,45,12,2017,55.55555555555556
kudos,1,1,2017,100.0
kudos,2,5,2017,100.0
makeup,8,1,2017,87.5
makeup,2,2,2017,100.0
makeup,2,3,2017,50.0
makeup,25,5,2017,48.0
makeup,27,6,2017,55.55555555555556
makeup,10,7,2017,70.0
makeup,40,9,2017,67.5
makeup,3,10,2017,100.0
makeup,7,11,2017,100.0
makeup,27,12,2017,92.5925925925926
me,17,1,2017,70.58823529411765
me,8,2,2017,62.5
me,11,3,2017,90.9090909090909
me,5,4,2017,80.0
me,4,5,2017,75.0
me,4,6,2017,75.0
me,2,7,2017,0.0
me,4,9,2017,100.0
me,3,10,2017,100.0
me,1,11,2017,0.0
me,8,12,2017,100.0
bobbi,2,1,2017,0.0
hr,17,1,2017,64.70588235294117
hr,4,2,2017,75.0
hr,3,3,2017,100.0
hr,3,4,2017,100.0
hr,24,5,2017,66.66666666666666
hr,23,6,2017,47.82608695652174
hr,13,7,2017,92.3076923076923
hr,5,8,2017,60.0
hr,15,9,2017,73.33333333333333
hr,1,10,2017,100.0
hr,9,11,2017,77.77777777777779
ads,31,1,2017,32.25806451612903
ads,22,2,2017,40.909090909090914
ads,31,3,2017,48.38709677419355
ads,11,4,2017,54.54545454545454
ads,11,5,2017,54.54545454545454
ads,47,6,2017,61.702127659574465
ads,23,7,2017,47.82608695652174
ads,18,8,2017,50.0
ads,37,9,2017,45.94594594594595
ads,33,10,2017,33.33333333333333
ads,42,11,2017,78.57142857142857
ads,49,12,2017,73.46938775510205
incolor,4,1,2017,50.0
incolor,12,2,2017,58.333333333333336
incolor,10,3,2017,50.0
incolor,8,4,2017,75.0
