source_product_id,source,1star_count,2star_count,3star_count,4star_count,5star_count,total_count,average_5star,average_pct
ESDDQSZWDYTM6CGR,1,0,0,1,1,1,3,4.0,75.0
ESDE4VPSZAFT5H7Q,1,1,0,0,1,2,4,3.75,68.75
ESDE5MFDWYWFGJDJ,1,2,0,0,0,0,2,1.0,0.0
ESDE6P4HJMW7GUXH,1,0,0,0,2,0,2,4.0,75.0
ESDE6VTR97SSTYZP,1,0,0,1,1,1,3,4.0,75.0
ESDE73V3UKSHBTGP,1,1,0,0,0,1,2,3.0,50.0
ESDE7GMRBUEZCKHR,1,0,0,1,4,2,7,4.143,78.575
ESDE8ZGPQ5C6GBAM,1,0,0,0,0,1,1,5.0,100.0
ESDEAEZEQVVBDJYJ,1,0,0,1,1,2,4,4.25,81.25
ESDEB3FF7YQYY565,1,1,0,0,0,0,1,1.0,0.0
ESDEBTFVHTFFTYZX,1,0,0,1,1,1,3,4.0,75.0
ESDEBYDNYTRZFUZM,1,1,0,1,5,5,12,4.083,77.075
ESDECFJG6MTPK8YF,1,1,0,0,0,0,1,1.0,0.0
ESDEE3KKMKF2WHG7,1,1,0,0,0,0,1,1.0,0.0
ESDEE3KKZGBAUSSC,1,1,0,0,0,0,1,1.0,0.0
ESDEEGBGGHXRWFK2,1,1,0,0,0,0,1,1.0,0.0
ESDEEKSYQZ5TFEFF,1,1,0,0,0,1,2,3.0,50.0
ESDEF3FJPMRVGQ5B,1,0,0,0,0,1,1,5.0,100.0
ESDEFPYPANBRJDPY,1,0,1,0,0,2,3,4.0,75.0
ESDEFPYPQHTYYKVR,1,1,0,0,0,1,2,3.0,50.0
ESDEGCWWBGDEHMUY,1,0,0,0,2,0,2,4.0,75.0
ESDEGGQ4TTHSSPV2,1,1,2,0,1,1,5,2.8,45.0
ESDEJRYPZSHK8JTE,1,0,0,1,0,0,1,3.0,50.0
ESDEYFCYAWRWZ2FT,1,0,0,1,0,1,2,4.0,75.0
KJLDRG34VYUGHMNC,1,0,0,0,1,5,6,4.833,95.825
KJLE2PJ7AHJTHBFS,1,1,0,0,0,0,1,1.0,0.0
KJLE7UGX4QD8XXGX,1,1,0,0,0,0,1,1.0,0.0
KJLE8GCDJNND5W98,1,0,0,2,1,2,5,4.0,75.0
KJLE9Q6UG66NHMFV,1,2,0,0,0,0,2,1.0,0.0
KJLECFMTQJ6VUBZH,1,2,0,0,0,0,2,1.0,0.0
KJLECQBRHD7V2KT5,1,1,0,1,1,0,3,2.667,41.675
KJLECU9AGWS95UD2,1,1,0,0,1,2,4,3.75,68.75
KJLEFFHHFGBM5VNA,1,0,0,0,1,0,1,4.0,75.0
KJLEG8HEGEGJ3XHG,1,1,0,0,0,0,1,1.0,0.0
KJLEH7B8J5SBCWDB,1,4,0,0,1,0,5,1.6,15.0
KJLEHAWJEVZ7ZKH8,1,1,0,0,0,0,1,1.0,0.0
KJLEHV5K7TCZXRJR,1,0,0,0,0,2,2,5.0,100.0
KJLEJ27FQK3RZCNC,1,0,0,0,1,4,5,4.8,95.0
KJLEJBKPARDHU4DR,1,2,0,0,0,0,2,1.0,0.0
KJLEKHEVGYKAH8WG,1,1,0,0,0,0,1,1.0,0.0
MCRE57ZQMVXYJYNG,1,1,0,0,0,0,1,1.0,0.0
MCRE5QU2JUBQE2M5,1,2,0,0,0,0,2,1.0,0.0
MCRE6WB2FYPZZKDN,1,0,0,0,0,1,1,5.0,100.0
MCREA95QYZHCRJJE,1,0,0,0,1,0,1,4.0,75.0
MCREBHYYZKBA4UZP,1,3,0,0,0,1,4,2.0,25.0
MCREBPRGKPNNEFQ3,1,2,1,0,0,0,3,1.333,8.325
MCREBTGEGGCGF3MQ,1,0,1,0,0,0,1,2.0,25.0
MCREDKU4ANRHEY7Q,1,1,0,0,0,0,1,1.0,0.0
MCREDP7DYSR4CZYM,1,1,0,1,1,1,4,3.25,56.25
MCREF7MGYNYCB9HV,1,1,0,0,0,1,2,3.0,50.0
MCREH8G63YRRSHAF,1,0,0,0,0,1,1,5.0,100.0
MCREHAWA2GXVS5VF,1,4,0,0,0,0,4,1.0,0.0
B000ALDLJG,1,0,0,0,0,1,1,5.0,100.0
B001126YI8,1,1,0,0,0,0,1,1.0,0.0
