source_product_id,source,1star_count,2star_count,3star_count,4star_count,5star_count,total_count,average_5star,average_pct
31080,1,0,0,4,6,15,25,4.44,86.0
31429,1,0,0,0,1,3,4,4.75,93.75
61300,1,0,0,1,10,16,27,4.556,88.9
13394,1,0,2,6,12,11,31,4.032,75.8
19579,1,0,0,1,0,1,2,4.0,75.0
28270,1,1,0,3,7,17,28,4.393,84.825
111775,1,0,0,1,2,5,8,4.5,87.5
15609,1,0,0,0,1,1,2,4.5,87.5
130810,1,0,0,0,2,0,2,4.0,75.0
29756,1,0,1,4,18,49,72,4.597,89.925
39991,1,0,0,2,7,8,17,4.353,83.825
30725,1,1,2,2,8,20,33,4.333,83.325
60222,1,0,0,0,2,7,9,4.778,94.45
228428,1,0,0,0,0,2,2,5.0,100.0
60883,1,0,1,1,1,22,25,4.76,94.0
128146,1,0,2,0,7,13,22,4.409,85.225
60369,1,0,0,2,7,8,17,4.353,83.825
158698,1,0,0,0,2,0,2,4.0,75.0
36008,1,0,0,1,13,31,45,4.667,91.675
25209,1,0,0,3,6,7,16,4.25,81.25
11127,1,0,1,5,26,59,91,4.571,89.275
145229,1,0,0,0,3,10,13,4.769,94.225
15360,1,1,2,3,8,13,27,4.111,77.775
152335,1,0,0,1,10,20,31,4.613,90.325
15359,1,0,0,3,17,28,48,4.521,88.025
41402,1,1,0,1,8,10,20,4.3,82.5
85085,1,0,0,3,5,17,25,4.56,89.0
152097,1,0,0,1,1,4,6,4.5,87.5
19580,1,0,0,0,2,2,4,4.5,87.5
196355,1,0,0,0,0,1,1,5.0,100.0
76872,1,0,0,1,7,9,17,4.471,86.775
17007,1,0,0,1,7,6,14,4.357,83.925
60396,1,1,0,2,13,32,48,4.563,89.075
17211,1,0,0,0,5,6,11,4.545,88.625
174920,1,0,0,0,1,11,12,4.917,97.925
66469,1,1,0,0,5,3,9,4.0,75.0
81091,1,0,0,0,0,11,11,5.0,100.0
40656,1,3,2,5,13,14,37,3.892,72.3
15361,1,1,0,6,11,22,40,4.325,83.125
12536,1,0,0,5,17,14,36,4.25,81.25
165634,1,0,0,3,10,17,30,4.467,86.675
19487,1,0,1,6,5,19,31,4.355,83.875
59540,1,1,0,2,6,5,14,4.0,75.0
25288,1,1,2,4,8,19,34,4.235,80.875
61305,1,0,0,0,1,3,4,4.75,93.75
109407,1,0,0,0,3,10,13,4.769,94.225
165631,1,0,0,5,3,12,20,4.35,83.75
208979,1,0,0,1,4,17,22,4.727,93.175
13376,1,0,0,1,10,15,26,4.538,88.45
5944,1,1,0,7,23,30,61,4.328,83.2
34526,1,0,0,3,10,20,33,4.515,87.875
30572,1,0,2,4,0,20,26,4.462,86.55
10771,1,2,0,1,12,22,37,4.405,85.125
68523,1,0,0,3,3,3,9,4.0,75.0
13374,1,0,0,1,3,5,9,4.444,86.1
61312,1,0,0,0,0,1,1,5.0,100.0
17234,1,0,0,0,2,12,14,4.857,96.425
6151,1,0,0,1,10,18,29,4.586,89.65
40666,1,0,0,0,2,4,6,4.667,91.675
31120,1,0,0,4,3,19,26,4.577,89.425
15771,1,0,0,1,13,22,36,4.583,89.575
9284,1,1,0,1,13,12,27,4.296,82.4
17010,1,0,1,1,6,5,13,4.154,78.85
6697,1,0,0,1,9,30,40,4.725,93.125
110351,1,0,0,0,1,5,6,4.833,95.825
4850,1,0,0,0,1,0,1,4.0,75.0
177030,1,0,0,1,0,4,5,4.6,90.0
110353,1,0,0,0,4,4,8,4.5,87.5
25330,1,1,0,0,3,4,8,4.125,78.125
36007,1,0,0,1,6,17,24,4.667,91.675
175814,1,0,0,0,1,1,2,4.5,87.5
35730,1,0,0,1,1,7,9,4.667,91.675
182447,1,0,0,0,0,6,6,5.0,100.0
9300,1,0,1,1,14,27,43,4.558,88.95
176978,1,1,0,0,3,0,4,3.25,56.25
13880,1,0,1,1,7,5,14,4.143,78.575
22824,1,1,3,4,12,21,41,4.195,79.875
224908,1,0,0,7,25,87,119,4.672,91.8
17280,1,0,0,3,5,8,16,4.313,82.825
4833,1,1,1,2,7,14,25,4.28,82.0
60886,1,0,0,1,3,12,16,4.688,92.2
11178,1,0,0,0,9,10,19,4.526,88.15
70778,1,0,0,1,2,1,4,4.0,75.0
40043,1,1,0,2,17,8,28,4.107,77.675
17138,1,0,0,0,0,11,11,5.0,100.0
59522,1,0,0,3,3,9,15,4.4,85.0
209477,1,0,0,0,0,2,2,5.0,100.0
10095,1,0,1,2,4,11,18,4.389,84.725
36375,1,3,0,3,6,10,22,3.909,72.725
1531,1,0,1,1,7,12,21,4.429,85.725
25349,1,0,0,0,5,7,12,4.583,89.575
130811,1,0,1,0,4,7,12,4.417,85.425
35153,1,0,1,2,8,12,23,4.348,83.7
183995,1,0,0,0,5,5,10,4.5,87.5
9308,1,1,2,3,13,34,53,4.453,86.325
13414,1,0,0,5,9,8,22,4.136,78.4
34915,1,0,1,2,1,0,4,3.0,50.0
15114,1,0,1,3,7,5,16,4.0,75.0
34216,1,0,0,0,2,6,8,4.75,93.75
59494,1,0,0,0,4,10,14,4.714,92.85
30574,1,2,2,1,2,3,10,3.2,55.0
18354,1,0,0,0,0,2,2,5.0,100.0
13407,1,0,2,2,15,28,47,4.468,86.7
188753,1,0,0,0,0,1,1,5.0,100.0
8077,1,3,0,5,10,11,29,3.897,72.425
37948,1,1,1,9,6,4,21,3.524,63.1
17212,1,0,0,0,0,5,5,5.0,100.0
34244,1,0,0,2,7,10,19,4.421,85.525
13883,1,1,1,3,5,14,24,4.25,81.25
9754,1,0,0,1,10,7,18,4.333,83.325
30728,1,0,1,1,6,14,22,4.5,87.5
